lake_ID,lake_name,CPUE,averageWeight,gear,gearCount,quartileCount,quartileWeight,species,survey_ID,survey_date,totalCatch,totalWeight
07004400,Madison,67.33,0.15,Standard gill nets,6,2.5-16.5,0.1-0.3,BLC,118524,1988-07-06,404,59.56
07004400,Madison,5.83,0.83,Standard gill nets,6,2.5-45.0,0.3-0.7,BLB,118524,1988-07-06,35,28.94
07004400,Madison,8.00,0.09,Standard gill nets,6,2.0-27.9,0.1-0.2,YEP,118524,1988-07-06,48,4.56
07004400,Madison,1.50,2.10,Standard trap nets,4,0.3-1.2,0.8-2.8,WAE,118524,1988-07-06,6,12.62
07004400,Madison,29.50,0.27,Standard trap nets,4,7.5-62.5,0.1-0.3,BLG,118524,1988-07-06,118,31.45
07004400,Madison,2.00,0.23,Standard trap nets,4,0.7-4.2,0.1-0.2,PMK,118524,1988-07-06,8,1.87
07004400,Madison,4.25,4.10,Standard trap nets,4,0.4-1.3,2.3-4.1,BOF,118524,1988-07-06,17,69.75
07004400,Madison,0.50,2.03,Standard trap nets,4,N/A,N/A,SNG,118524,1988-07-06,2,4.06
07004400,Madison,1.00,2.42,Standard trap nets,4,0.2-1.0,1.6-2.8,WTS,118524,1988-07-06,4,9.69
07004400,Madison,41.50,0.25,Standard trap nets,4,1.8-21.2,0.2-0.3,BLC,118524,1988-07-06,166,42.2
07004400,Madison,37.33,0.62,Standard gill nets,6,4.0-32.3,0.3-1.1,FRD,118524,1988-07-06,224,139.8
07004400,Madison,5.00,0.87,Standard trap nets,4,0.7-25.7,0.3-0.6,BLB,118535,1989-07-10,20,17.44
07004400,Madison,2.33,0.20,Standard gill nets,6,0.7-10.4,0.2-0.3,WHC,118535,1989-07-10,14,2.75
07004400,Madison,0.50,2.06,Standard trap nets,4,N/A,N/A,LNG,118535,1989-07-10,2,4.12
07004400,Madison,5.83,0.84,Standard gill nets,6,0.5-7.5,0.5-0.8,YEB,118535,1989-07-10,35,29.37
07004400,Madison,4.17,3.02,Standard gill nets,6,1.5-7.3,2.0-3.5,NOP,118535,1989-07-10,25,75.44
07004400,Madison,1.50,1.40,Standard gill nets,6,N/A,N/A,GIS,118535,1989-07-10,9,12.62
07004400,Madison,6.75,0.57,Standard trap nets,4,0.5-4.2,0.4-1.2,FRD,118535,1989-07-10,27,15.37
07004400,Madison,2.50,0.35,Standard trap nets,4,0.5-6.6,0.2-0.4,WHC,118535,1989-07-10,10,3.5
07004400,Madison,0.67,4.26,Standard gill nets,6,0.3-3.0,1.9-5.2,CAP,118535,1989-07-10,4,17.06
07004400,Madison,8.50,0.85,Standard trap nets,4,0.9-5.7,0.5-0.8,YEB,118535,1989-07-10,34,28.75
07004400,Madison,2.25,4.08,Standard trap nets,4,N/A,N/A,NOP,118535,1989-07-10,9,36.75
07004400,Madison,1.75,2.98,Standard trap nets,4,0.4-2.0,2.6-6.0,CAP,118535,1989-07-10,7,20.87
07004400,Madison,6.17,2.09,Standard gill nets,6,1.2-6.3,1.2-2.7,WAE,118535,1989-07-10,37,77.34
07004400,Madison,0.17,0.02,Standard gill nets,6,0.3-0.8,0.4-1.0,LMB,118535,1989-07-10,1,0.02
07004400,Madison,3.33,0.22,Standard gill nets,6,N/A,N/A,BLG,118535,1989-07-10,20,4.44
07004400,Madison,0.67,4.16,Standard gill nets,6,0.2-0.8,2.4-4.2,BOF,118535,1989-07-10,4,16.62
07004400,Madison,0.33,3.44,Standard gill nets,6,N/A,N/A,SNG,118535,1989-07-10,2,6.87
07004400,Madison,1.17,2.04,Standard gill nets,6,0.4-2.2,1.5-2.4,WTS,118535,1989-07-10,7,14.25
07004400,Madison,45.50,0.19,Standard gill nets,6,2.5-16.5,0.1-0.3,BLC,118535,1989-07-10,273,52.75
07004400,Madison,4.83,0.94,Standard gill nets,6,2.5-45.0,0.3-0.7,BLB,118535,1989-07-10,29,27.25
07004400,Madison,1.50,0.09,Standard gill nets,6,2.0-27.9,0.1-0.2,YEP,118535,1989-07-10,9,0.81
07004400,Madison,2.00,3.39,Standard trap nets,4,0.3-1.2,0.8-2.8,WAE,118535,1989-07-10,8,27.11
07004400,Madison,48.25,0.23,Standard trap nets,4,7.5-62.5,0.1-0.3,BLG,118535,1989-07-10,193,45.01
07004400,Madison,0.75,0.27,Standard trap nets,4,0.7-4.2,0.1-0.2,PMK,118535,1989-07-10,3,0.81
07004400,Madison,0.75,4.00,Standard trap nets,4,0.4-1.3,2.3-4.1,BOF,118535,1989-07-10,3,12
07004400,Madison,1.25,2.44,Standard trap nets,4,N/A,N/A,SNG,118535,1989-07-10,5,12.2
07004400,Madison,0.25,2.00,Standard trap nets,4,0.2-1.0,1.6-2.8,WTS,118535,1989-07-10,1,2
07004400,Madison,49.75,0.28,Standard trap nets,4,1.8-21.2,0.2-0.3,BLC,118535,1989-07-10,199,55
07004400,Madison,39.33,0.61,Standard gill nets,6,4.0-32.3,0.3-1.1,FRD,118535,1989-07-10,236,144.34
07004400,Madison,5.17,0.24,Standard gill nets,6,0.7-10.4,0.2-0.3,WHC,118633,1993-09-08,31,3388
07004400,Madison,0.58,2.70,Standard trap nets,12,0.7-25.7,0.3-0.6,BLB,118633,1993-09-08,7,8568
07004400,Madison,0.50,2.13,Standard gill nets,6,0.3-3.8,N/A,WHB,118633,1993-09-08,3,2900
07004400,Madison,1.17,0.15,Standard trap nets,12,0.3-1.7,0.1-0.2,YEP,118633,1993-09-08,14,940
07004400,Madison,0.08,0.13,Standard trap nets,12,0.2-1.3,0.1-0.2,GSF,118633,1993-09-08,1,58
07004400,Madison,3.67,1.64,Standard gill nets,6,0.5-7.5,0.5-0.8,YEB,118633,1993-09-08,22,16397
07004400,Madison,4.83,3.59,Standard gill nets,6,1.5-7.3,2.0-3.5,NOP,118633,1993-09-08,29,47250
07004400,Madison,19.67,0.15,Standard gill nets,6,N/A,N/A,GIS,118633,1993-09-08,118,7842
07004400,Madison,3.50,2.75,Standard trap nets,12,0.5-4.2,0.4-1.2,FRD,118633,1993-09-08,42,52410
07004400,Madison,5.17,4.74,Standard gill nets,6,0.3-3.0,1.9-5.2,CAP,118633,1993-09-08,31,66610
07004400,Madison,0.58,1.45,Standard trap nets,12,0.9-5.7,0.5-0.8,YEB,118633,1993-09-08,7,4616
07004400,Madison,0.50,4.87,Standard trap nets,12,N/A,N/A,NOP,118633,1993-09-08,6,13250
07004400,Madison,0.08,0.11,Standard trap nets,12,0.2-0.8,0.1-0.1,GOS,118633,1993-09-08,1,52
07004400,Madison,5.17,6.48,Standard trap nets,12,0.4-2.0,2.6-6.0,CAP,118633,1993-09-08,62,182236
07004400,Madison,9.67,2.68,Standard gill nets,6,1.2-6.3,1.2-2.7,WAE,118633,1993-09-08,58,70479
07004400,Madison,0.17,0.46,Standard gill nets,6,0.3-0.8,0.4-1.0,LMB,118633,1993-09-08,1,210
07004400,Madison,0.33,0.16,Standard gill nets,6,N/A,N/A,BLG,118633,1993-09-08,2,147
07004400,Madison,0.17,0.21,Standard gill nets,6,N/A,N/A,PMK,118633,1993-09-08,1,95
07004400,Madison,0.17,4.33,Standard gill nets,6,0.2-0.8,2.4-4.2,BOF,118633,1993-09-08,1,1965
07004400,Madison,0.17,1.80,Standard gill nets,6,N/A,N/A,SNG,118633,1993-09-08,1,818
07004400,Madison,0.17,3.29,Standard gill nets,6,0.4-2.2,1.5-2.4,WTS,118633,1993-09-08,1,1493
07004400,Madison,17.00,0.20,Standard gill nets,6,2.5-16.5,0.1-0.3,BLC,118633,1993-09-08,102,9345
07004400,Madison,8.00,1.28,Standard gill nets,6,2.5-45.0,0.3-0.7,BLB,118633,1993-09-08,48,27943
07004400,Madison,9.17,0.16,Standard gill nets,6,2.0-27.9,0.1-0.2,YEP,118633,1993-09-08,55,3878
07004400,Madison,1.00,4.33,Standard trap nets,12,0.3-1.2,0.8-2.8,WAE,118633,1993-09-08,12,23570
07004400,Madison,0.08,0.01,Standard trap nets,12,0.2-0.7,0.2-0.9,LMB,118633,1993-09-08,1,6
07004400,Madison,2.92,0.16,Standard trap nets,12,7.5-62.5,0.1-0.3,BLG,118633,1993-09-08,35,2487
07004400,Madison,0.08,0.11,Standard trap nets,12,0.7-4.2,0.1-0.2,PMK,118633,1993-09-08,1,48
07004400,Madison,0.92,6.68,Standard trap nets,12,0.4-1.3,2.3-4.1,BOF,118633,1993-09-08,11,33307
07004400,Madison,0.08,2.76,Standard trap nets,12,0.2-0.8,2.5-5.7,BIB,118633,1993-09-08,1,1250
07004400,Madison,1.00,6.07,Standard trap nets,12,0.2-1.0,1.6-2.8,WTS,118633,1993-09-08,12,33047
07004400,Madison,2.08,0.27,Standard trap nets,12,1.8-21.2,0.2-0.3,BLC,118633,1993-09-08,25,3013
07004400,Madison,26.00,1.46,Standard gill nets,6,4.0-32.3,0.3-1.1,FRD,118633,1993-09-08,156,103395
07004400,Madison,32.32,0.00,Fall electrofishing,2.04194444444444,N/A,N/A,WAE,17782127831520000,2021-10-06,66,0
07004400,Madison,7.33,0.14,Standard gill nets,6,0.7-10.4,0.2-0.3,WHC,118490,1986-07-01,44,6.1
07004400,Madison,1.00,0.55,Standard trap nets,4,0.7-25.7,0.3-0.6,BLB,118490,1986-07-01,4,2.2
07004400,Madison,0.83,1.61,Standard gill nets,6,0.3-3.8,N/A,WHB,118490,1986-07-01,5,8.06
07004400,Madison,0.25,0.06,Standard trap nets,4,0.3-1.7,0.1-0.2,YEP,118490,1986-07-01,1,0.06
07004400,Madison,0.25,0.31,Standard trap nets,4,0.2-1.3,0.1-0.2,GSF,118490,1986-07-01,1,0.31
07004400,Madison,0.33,0.91,Standard gill nets,6,0.5-7.5,0.5-0.8,YEB,118490,1986-07-01,2,1.81
07004400,Madison,2.83,4.18,Standard gill nets,6,1.5-7.3,2.0-3.5,NOP,118490,1986-07-01,17,71
07004400,Madison,1.50,1.33,Standard gill nets,6,N/A,N/A,GIS,118490,1986-07-01,9,11.94
07004400,Madison,4.00,0.82,Standard trap nets,4,0.5-4.2,0.4-1.2,FRD,118490,1986-07-01,16,13.12
07004400,Madison,0.25,0.90,Standard trap nets,4,0.5-6.6,0.2-0.4,WHC,118490,1986-07-01,1,0.9
07004400,Madison,0.50,1.47,Standard trap nets,4,0.2-0.9,0.5-1.5,WHB,118490,1986-07-01,2,2.94
07004400,Madison,2.00,1.13,Standard trap nets,4,0.9-5.7,0.5-0.8,YEB,118490,1986-07-01,8,9.06
07004400,Madison,0.25,2.06,Standard trap nets,4,N/A,N/A,NOP,118490,1986-07-01,1,2.06
07004400,Madison,3.25,4.08,Standard trap nets,4,0.4-2.0,2.6-6.0,CAP,118490,1986-07-01,13,53
07004400,Madison,4.50,2.09,Standard gill nets,6,1.2-6.3,1.2-2.7,WAE,118490,1986-07-01,27,56.3
07004400,Madison,0.25,0.31,Standard trap nets,4,N/A,N/A,HSF,118490,1986-07-01,1,0.31
07004400,Madison,0.67,0.41,Standard gill nets,6,N/A,N/A,BLG,118490,1986-07-01,4,1.62
07004400,Madison,0.83,0.26,Standard gill nets,6,N/A,N/A,PMK,118490,1986-07-01,5,1.31
07004400,Madison,0.67,4.97,Standard gill nets,6,0.2-0.8,2.4-4.2,BOF,118490,1986-07-01,4,19.87
07004400,Madison,2.67,2.05,Standard gill nets,6,0.4-2.2,1.5-2.4,WTS,118490,1986-07-01,16,32.87
07004400,Madison,3.00,0.18,Standard gill nets,6,2.5-16.5,0.1-0.3,BLC,118490,1986-07-01,18,3.3
07004400,Madison,10.33,0.83,Standard gill nets,6,2.5-45.0,0.3-0.7,BLB,118490,1986-07-01,62,51.25
07004400,Madison,36.67,0.19,Standard gill nets,6,2.0-27.9,0.1-0.2,YEP,118490,1986-07-01,220,41.5
07004400,Madison,0.50,1.30,Standard trap nets,4,0.3-1.2,0.8-2.8,WAE,118490,1986-07-01,2,2.6
07004400,Madison,0.17,1.50,Standard gill nets,6,N/A,N/A,LNG,118490,1986-07-01,1,1.5
07004400,Madison,23.75,0.30,Standard trap nets,4,7.5-62.5,0.1-0.3,BLG,118490,1986-07-01,95,28.5
07004400,Madison,2.75,0.35,Standard trap nets,4,0.7-4.2,0.1-0.2,PMK,118490,1986-07-01,11,3.88
07004400,Madison,0.75,6.67,Standard trap nets,4,0.4-1.3,2.3-4.1,BOF,118490,1986-07-01,3,20
07004400,Madison,4.75,0.53,Standard trap nets,4,1.8-21.2,0.2-0.3,BLC,118490,1986-07-01,19,10
07004400,Madison,42.33,0.56,Standard gill nets,6,4.0-32.3,0.3-1.1,FRD,118490,1986-07-01,254,142
07004400,Madison,4.25,2.13,Standard trap nets,12,0.5-4.2,0.4-1.2,FRD,118736,1997-07-07,51,49280
07004400,Madison,0.25,0.16,Standard gill nets,8,N/A,N/A,BLG,118736,1997-07-07,2,144
07004400,Madison,1.42,2.17,Standard trap nets,12,0.9-5.7,0.5-0.8,YEB,118736,1997-07-07,17,16715
07004400,Madison,0.38,3.09,Standard gill nets,8,0.2-0.8,2.4-4.2,BOF,118736,1997-07-07,3,4200
07004400,Madison,16.12,0.11,Standard gill nets,8,2.5-16.5,0.1-0.3,BLC,118736,1997-07-07,129,6439
07004400,Madison,0.25,1.32,Standard gill nets,8,2.5-45.0,0.3-0.7,BLB,118736,1997-07-07,2,1200
07004400,Madison,28.00,0.58,Standard electrofishing,1,N/A,N/A,LMB,118736,1997-07-07,28,7419
07004400,Madison,89.67,0.00,Survey seining,3,N/A,N/A,BLG,118736,1997-07-07,269,220
07004400,Madison,8.00,2.11,Standard gill nets,8,1.2-6.3,1.2-2.7,WAE,118736,1997-07-07,64,61149
07004400,Madison,0.08,2.65,Standard trap nets,12,N/A,N/A,CCF,118736,1997-07-07,1,1200
07004400,Madison,0.33,2.92,Standard trap nets,12,0.2-1.0,1.6-2.8,WTS,118736,1997-07-07,4,5300
07004400,Madison,0.12,3.97,Standard gill nets,8,N/A,N/A,LNG,118736,1997-07-07,1,1800
07004400,Madison,1.00,2.14,Standard gill nets,8,N/A,N/A,GIS,118736,1997-07-07,8,7749
07004400,Madison,0.42,1.50,Standard trap nets,12,0.2-0.9,0.5-1.5,WHB,118736,1997-07-07,5,3400
07004400,Madison,0.12,0.08,Standard gill nets,8,0.3-1.5,0.1-0.1,GOS,118736,1997-07-07,1,38
07004400,Madison,3.67,0.21,Standard trap nets,12,7.5-62.5,0.1-0.3,BLG,118736,1997-07-07,44,4189
07004400,Madison,0.08,0.15,Standard trap nets,12,0.7-4.2,0.1-0.2,PMK,118736,1997-07-07,1,70
07004400,Madison,3.33,0.00,Survey seining,3,N/A,N/A,EMS,118736,1997-07-07,10,0
07004400,Madison,0.12,1.76,Standard gill nets,8,N/A,N/A,SNG,118736,1997-07-07,1,800
07004400,Madison,2.00,9.77,Standard gill nets,8,0.3-3.0,1.9-5.2,CAP,118736,1997-07-07,16,70894
07004400,Madison,1.67,6.55,Standard trap nets,12,0.4-1.3,2.3-4.1,BOF,118736,1997-07-07,20,59448
07004400,Madison,3.33,0.19,Standard trap nets,12,1.8-21.2,0.2-0.3,BLC,118736,1997-07-07,40,3359
07004400,Madison,0.42,1.49,Standard trap nets,12,0.7-25.7,0.3-0.6,BLB,118736,1997-07-07,5,3380
07004400,Madison,5.33,0.00,Survey seining,3,N/A,N/A,GIS,118736,1997-07-07,16,0
07004400,Madison,4.00,0.12,Standard gill nets,8,2.0-27.9,0.1-0.2,YEP,118736,1997-07-07,32,1805
07004400,Madison,3.75,2.63,Standard gill nets,8,1.5-7.3,2.0-3.5,NOP,118736,1997-07-07,30,35808
07004400,Madison,0.92,4.06,Standard trap nets,12,0.3-1.2,0.8-2.8,WAE,118736,1997-07-07,11,20270
07004400,Madison,12.38,1.36,Standard gill nets,8,4.0-32.3,0.3-1.1,FRD,118736,1997-07-07,99,60903
07004400,Madison,6.00,0.00,Survey seining,3,N/A,N/A,JND,118736,1997-07-07,18,0
07004400,Madison,0.08,1.76,Standard trap nets,12,N/A,N/A,GIS,118736,1997-07-07,1,800
07004400,Madison,0.50,3.35,Standard gill nets,8,0.5-7.5,0.5-0.8,YEB,118736,1997-07-07,4,6083
07004400,Madison,14.33,0.00,Survey seining,3,N/A,N/A,YEP,118736,1997-07-07,43,53
07004400,Madison,8.00,0.00,Survey seining,3,N/A,N/A,LMB,118736,1997-07-07,24,0
07004400,Madison,0.33,1.85,Standard trap nets,12,N/A,N/A,SNG,118736,1997-07-07,4,3351
07004400,Madison,1.58,7.38,Standard trap nets,12,0.4-2.0,2.6-6.0,CAP,118736,1997-07-07,19,63586
07004400,Madison,22.00,0.00,Survey seining,3,N/A,N/A,SPO,118736,1997-07-07,66,0
07004400,Madison,1.50,3.33,Standard gill nets,8,0.4-2.2,1.5-2.4,WTS,118736,1997-07-07,12,18113
07004400,Madison,0.88,2.74,Standard gill nets,8,N/A,N/A,CCF,118736,1997-07-07,7,8700
07004400,Madison,0.08,0.16,Standard trap nets,12,0.3-1.7,0.1-0.2,YEP,118736,1997-07-07,1,72
07004400,Madison,0.08,13.01,Standard trap nets,12,N/A,N/A,NOP,118736,1997-07-07,1,5900
07004400,Madison,4.12,0.13,Standard gill nets,8,0.7-10.4,0.2-0.3,WHC,118736,1997-07-07,33,1943
07004400,Madison,0.25,1.54,Standard gill nets,8,0.3-3.8,N/A,WHB,118736,1997-07-07,2,1400
07004400,Madison,3.67,0.00,Survey seining,3,N/A,N/A,FHM,118736,1997-07-07,11,0
07004400,Madison,1.67,0.23,Standard gill nets,12,0.7-10.4,0.2-0.3,WHC,1150915450852025,2009-07-06,20,2052
07004400,Madison,4.17,1.12,Standard trap nets,12,0.7-25.7,0.3-0.6,BLB,1150915450852025,2009-07-06,50,25302
07004400,Madison,0.17,2.01,Standard gill nets,12,0.3-3.8,N/A,WHB,1150915450852025,2009-07-06,2,1824
07004400,Madison,0.08,0.22,Standard trap nets,12,0.3-1.7,0.1-0.2,YEP,1150915450852025,2009-07-06,1,102
07004400,Madison,0.92,1.01,Standard gill nets,12,0.5-7.5,0.5-0.8,YEB,1150915450852025,2009-07-06,11,5051
07004400,Madison,2.33,5.94,Standard gill nets,12,1.5-7.3,2.0-3.5,NOP,1150915450852025,2009-07-06,28,75443
07004400,Madison,6.75,0.16,Standard gill nets,12,N/A,N/A,GIS,1150915450852025,2009-07-06,81,6048
07004400,Madison,0.08,3.09,Standard gill nets,12,N/A,N/A,CCF,1150915450852025,2009-07-06,1,1400
07004400,Madison,0.33,0.09,Standard gill nets,12,0.3-1.5,0.1-0.1,GOS,1150915450852025,2009-07-06,4,158
07004400,Madison,2.58,0.88,Standard trap nets,12,0.5-4.2,0.4-1.2,FRD,1150915450852025,2009-07-06,31,12330
07004400,Madison,0.08,0.57,Standard trap nets,12,0.5-6.6,0.2-0.4,WHC,1150915450852025,2009-07-06,1,260
07004400,Madison,0.33,1.91,Standard trap nets,12,0.2-0.9,0.5-1.5,WHB,1150915450852025,2009-07-06,4,3460
07004400,Madison,2.25,4.68,Standard gill nets,12,0.3-3.0,1.9-5.2,CAP,1150915450852025,2009-07-06,27,57339
07004400,Madison,50.00,1.44,Standard electrofishing,1,N/A,N/A,LMB,1150915450852025,2009-07-06,50,32633
07004400,Madison,0.92,0.97,Standard trap nets,12,0.9-5.7,0.5-0.8,YEB,1150915450852025,2009-07-06,11,4854
07004400,Madison,0.58,6.42,Standard trap nets,12,N/A,N/A,NOP,1150915450852025,2009-07-06,7,20400
07004400,Madison,2.25,4.86,Standard trap nets,12,0.4-2.0,2.6-6.0,CAP,1150915450852025,2009-07-06,27,59479
07004400,Madison,6.08,3.59,Standard gill nets,12,1.2-6.3,1.2-2.7,WAE,1150915450852025,2009-07-06,73,118758
07004400,Madison,0.25,0.62,Standard gill nets,12,0.3-0.8,0.4-1.0,LMB,1150915450852025,2009-07-06,3,842
07004400,Madison,9.17,0.22,Standard gill nets,12,N/A,N/A,BLG,1150915450852025,2009-07-06,110,10798
07004400,Madison,1.00,3.80,Standard gill nets,12,0.2-0.8,2.4-4.2,BOF,1150915450852025,2009-07-06,12,20671
07004400,Madison,0.42,2.31,Standard gill nets,12,N/A,N/A,SNG,1150915450852025,2009-07-06,5,5237
07004400,Madison,1.00,2.10,Standard gill nets,12,0.4-2.2,1.5-2.4,WTS,1150915450852025,2009-07-06,12,11446
07004400,Madison,0.08,2.10,Standard gill nets,12,0.3-1.7,N/A,BIB,1150915450852025,2009-07-06,1,953
07004400,Madison,21.92,0.35,Standard gill nets,12,2.5-16.5,0.1-0.3,BLC,1150915450852025,2009-07-06,263,41661
