lake_ID,species,fish_count,maximum_length,minimum_length,survey_ID,survey_date
08004500,LMB,"[[2, 1], [3, 3], [4, 1], [11, 1], [2, 1], [3, 1], [4, 7], [5, 3], [8, 1]]",11,2,117309,1994-08-25
08004500,YEP,"[[4, 2], [5, 2], [8, 1], [9, 2]]",9,4,117309,1994-08-25
08004500,BLG,"[[1, 2], [1, 8], [2, 91], [3, 2], [5, 1], [6, 2], [8, 4], [9, 1]]",9,1,117309,1994-08-25
08004500,WTS,"[[8, 1]]",8,8,117309,1994-08-25
08004500,LMB,"[[12, 1], [13, 2], [14, 1]]",14,12,117323,2000-08-21
08004500,YEP,"[[10, 2], [4, 1], [5, 5], [6, 15], [7, 16], [8, 9], [9, 4]]",10,4,117323,2000-08-21
08004500,BLG,"[[3, 21], [4, 56], [5, 27], [6, 57], [7, 97], [8, 6]]",8,3,117323,2000-08-21
08004500,BLB,"[[10, 71], [11, 159], [12, 111], [13, 2], [15, 1], [6, 1], [7, 17], [8, 46], [9, 79]]",15,6,117323,2000-08-21
08004500,BLC,"[[10, 2], [3, 1], [5, 1], [6, 2], [7, 18], [8, 8], [9, 7]]",10,3,117323,2000-08-21
08004500,NOP,"[[13, 2], [14, 1], [16, 5], [17, 5], [18, 6], [19, 4], [20, 4], [21, 1], [23, 1], [26, 1], [27, 1]]",27,13,117323,2000-08-21
08004500,NOP,"[[10, 1], [16, 1], [19, 2], [20, 1], [22, 1], [23, 1], [24, 1], [25, 1], [28, 1], [8, 1], [9, 1]]",28,8,117312,1996-08-28
08004500,BLB,"[[10, 38], [5, 3], [7, 16], [8, 42], [9, 108]]",10,5,117312,1996-08-28
08004500,BLC,"[[3, 2], [4, 1], [7, 2]]",7,3,117312,1996-08-28
08004500,BLG,"[[3, 3], [4, 7], [5, 7], [6, 48], [7, 24], [8, 5]]",8,3,117312,1996-08-28
08004500,LMB,"[[4, 15]]",4,4,117312,1996-08-28
08004500,YEP,"[[10, 1], [4, 9], [5, 1], [6, 5], [7, 83], [8, 89], [9, 4]]",10,4,117312,1996-08-28
08004500,GSF,"[[4, 1], [5, 1], [6, 1]]",6,4,117319,1998-08-10
08004500,NOP,"[[14, 3], [15, 3], [17, 1], [18, 4], [19, 3], [20, 7], [21, 5], [22, 2], [23, 1], [24, 4], [25, 3], [26, 1], [27, 1], [30, 1]]",30,14,117319,1998-08-10
08004500,BLB,"[[10, 108], [11, 16], [12, 2], [6, 2], [7, 6], [8, 29], [9, 43]]",12,6,117319,1998-08-10
08004500,BLC,"[[4, 3], [5, 2], [6, 1], [7, 2], [8, 68], [9, 1]]",9,4,117319,1998-08-10
08004500,BLG,"[[0, 2], [10, 1], [3, 35], [4, 6], [5, 26], [6, 147], [7, 11]]",10,3,117319,1998-08-10
08004500,YEP,"[[10, 1], [5, 10], [6, 147], [7, 105], [8, 15], [9, 14]]",10,5,117319,1998-08-10
08004500,LMB,"[[10, 1], [9, 1]]",10,9,117319,1998-08-10
08004500,BLB,"[[10, 20], [11, 248], [12, 24], [13, 14], [15, 4], [4, 31], [5, 45], [6, 1212], [7, 1000], [8, 101], [9, 4]]",15,4,117335,2003-08-19
08004500,BLC,"[[10, 1], [4, 6], [5, 15], [6, 12], [7, 9]]",10,4,117335,2003-08-19
08004500,NOP,"[[14, 1], [15, 1], [16, 4], [17, 1], [18, 5], [19, 12], [20, 9], [21, 4], [22, 1], [23, 3], [30, 1]]",30,14,117335,2003-08-19
08004500,YEP,"[[4, 1], [5, 29], [6, 14], [7, 7], [8, 1], [9, 1]]",9,4,117335,2003-08-19
08004500,LMB,"[[15, 1]]",15,15,117335,2003-08-19
08004500,BLG,"[[3, 63], [4, 21], [5, 40], [6, 54], [7, 70]]",7,3,117335,2003-08-19
08004500,LMB,"[[12, 2], [8, 1]]",12,8,117316,1997-07-21
08004500,YEP,"[[10, 1], [4, 5], [5, 127], [6, 4], [7, 22], [8, 64], [9, 44]]",10,4,117316,1997-07-21
08004500,BLG,"[[3, 71], [4, 90], [5, 94], [6, 107], [7, 5], [8, 2]]",8,3,117316,1997-07-21
08004500,BLB,"[[0, 3], [10, 99], [11, 6], [4, 5], [5, 11], [6, 2], [7, 11], [8, 128], [9, 130]]",11,4,117316,1997-07-21
08004500,BLC,"[[5, 4], [6, 1]]",6,5,117316,1997-07-21
08004500,NOP,"[[12, 1], [13, 2], [14, 2], [15, 3], [16, 6], [17, 7], [18, 3], [19, 2], [21, 6], [22, 3], [24, 2], [25, 2], [26, 1], [27, 2], [28, 1], [32, 1]]",32,12,117316,1997-07-21
08004500,BLB,"[[10, 33], [11, 139], [12, 50], [13, 2], [14, 1], [4, 14], [5, 51], [6, 65], [7, 8], [8, 5], [9, 23]]",14,4,117332,2002-08-26
08004500,BLC,"[[10, 2], [3, 7], [5, 11], [6, 17], [7, 2], [8, 5], [9, 5]]",10,3,117332,2002-08-26
08004500,WAE,"[[14, 1]]",14,14,117332,2002-08-26
08004500,NOP,"[[13, 2], [14, 1], [15, 3], [16, 10], [17, 16], [18, 13], [19, 4], [20, 3], [21, 2], [22, 1], [26, 1], [28, 1], [30, 1]]",30,13,117332,2002-08-26
08004500,YEP,"[[4, 5], [5, 145], [6, 76], [7, 10], [8, 1]]",8,4,117332,2002-08-26
08004500,LMB,"[[9, 1]]",9,9,117332,2002-08-26
08004500,BLG,"[[3, 33], [4, 11], [5, 14], [6, 70], [7, 25], [8, 8]]",8,3,117332,2002-08-26
08004500,CCF,"[[29, 1]]",29,29,13561616952932000,2016-06-20
08004500,WAE,"[[13, 1], [14, 3], [15, 1], [17, 2], [18, 1], [20, 2], [21, 1], [25, 1]]",25,13,13561616952932000,2016-06-20
08004500,BLC,"[[4, 30], [5, 19], [6, 17], [7, 38], [8, 9], [9, 2]]",9,4,13561616952932000,2016-06-20
08004500,BLB,"[[10, 3], [11, 6], [12, 23], [13, 3], [6, 1], [7, 8], [8, 8], [9, 7]]",13,6,13561616952932000,2016-06-20
08004500,YEP,"[[5, 26], [6, 35], [7, 29], [8, 7], [9, 1]]",9,5,13561616952932000,2016-06-20
08004500,NOP,"[[17, 2], [18, 2], [19, 5], [20, 9], [21, 10], [22, 7], [23, 4], [24, 4], [25, 5], [26, 3], [27, 4], [28, 1], [32, 2], [35, 1]]",35,17,13561616952932000,2016-06-20
08004500,BLG,"[[3, 20], [4, 37], [5, 78], [6, 394], [7, 26], [8, 3]]",8,3,13561616952932000,2016-06-20
08004500,HSF,"[[6, 2], [7, 2]]",7,6,13561616952932000,2016-06-20
08004500,CAP,"[[24, 1], [28, 1]]",28,24,13561616952932000,2016-06-20
08004500,LMB,"[[11, 10], [12, 6], [13, 2], [15, 3], [16, 2], [17, 3], [18, 4], [19, 3], [4, 1], [5, 1], [6, 3], [7, 11], [8, 7], [9, 3]]",19,4,13561616952932000,2016-06-20
08004500,LMB,"[[20, 1]]",20,20,117348,2004-09-08
08004500,BLG,"[[3, 2], [4, 336], [5, 237], [6, 20], [7, 28]]",7,3,117348,2004-09-08
08004500,NOP,"[[19, 2], [20, 2], [21, 1], [22, 1], [23, 1], [25, 2], [27, 1], [28, 1]]",28,19,117348,2004-09-08
08004500,GSF,"[[3, 1], [4, 1]]",4,3,117348,2004-09-08
08004500,YEP,"[[5, 4], [6, 1], [7, 1]]",7,5,117348,2004-09-08
08004500,WAE,"[[16, 1]]",16,16,117348,2004-09-08
08004500,BLB,"[[10, 2], [11, 10], [12, 7], [13, 1], [3, 2], [6, 2], [7, 204], [8, 82], [9, 7]]",13,3,117348,2004-09-08
08004500,BLC,"[[5, 1], [6, 61], [7, 5]]",7,5,117348,2004-09-08
08004500,BLB,"[[10, 40], [11, 145], [12, 84], [5, 4], [6, 17], [7, 68], [8, 47], [9, 28]]",12,5,117320,1999-09-07
08004500,BLC,"[[10, 7], [4, 4], [5, 18], [6, 2], [8, 10], [9, 14]]",10,4,117320,1999-09-07
08004500,NOP,"[[14, 3], [15, 2], [16, 4], [17, 3], [18, 2], [19, 1], [20, 3], [21, 4], [22, 1], [23, 2], [26, 1], [29, 1], [30, 1]]",30,14,117320,1999-09-07
08004500,LMB,"[[7, 1]]",7,7,117320,1999-09-07
08004500,YEP,"[[11, 1], [4, 1], [5, 1], [6, 23], [7, 52], [8, 32], [9, 4]]",11,4,117320,1999-09-07
08004500,BLG,"[[3, 11], [4, 10], [5, 39], [6, 58], [7, 93], [8, 2]]",8,3,117320,1999-09-07
08004500,BLG,"[[3, 3], [4, 17], [5, 58], [6, 28], [7, 13]]",7,3,18702116974357008,2021-08-16
08004500,LMB,"[[15, 1], [16, 2], [17, 2], [19, 1]]",19,15,18702116974357008,2021-08-16
08004500,NOP,"[[15, 1], [17, 2], [18, 1], [19, 5], [20, 10], [21, 4], [22, 10], [23, 5], [24, 4], [25, 4], [27, 1], [29, 1], [32, 1], [33, 1]]",33,15,18702116974357008,2021-08-16
08004500,YEP,"[[10, 3], [11, 1], [5, 6], [6, 35], [7, 13], [8, 11], [9, 1]]",11,5,18702116974357008,2021-08-16
08004500,CCF,"[[31, 1]]",31,31,18702116974357008,2021-08-16
08004500,BLB,"[[10, 1], [11, 3], [12, 3], [13, 1], [9, 2]]",13,9,18702116974357008,2021-08-16
08004500,BLC,"[[5, 5], [6, 9], [7, 22], [8, 1]]",8,5,18702116974357008,2021-08-16
08004500,WAE,"[[14, 2], [15, 4], [16, 6], [17, 12], [18, 10], [19, 5], [20, 7], [21, 13], [22, 5], [23, 2], [24, 9], [25, 14], [26, 2]]",26,14,18702116974357008,2021-08-16
08004500,NOP,"[[10, 2], [11, 5], [12, 1], [17, 1], [18, 1], [19, 2], [20, 4], [21, 1], [22, 2]]",22,10,117328,2001-08-21
08004500,SLS,"[[27, 1]]",27,27,117328,2001-08-21
08004500,BLG,"[[3, 3], [4, 42], [5, 44], [6, 50], [7, 38], [8, 12]]",8,3,117328,2001-08-21
08004500,LMB,"[[14, 1], [15, 1], [18, 1], [4, 1]]",18,4,117328,2001-08-21
08004500,CCF,"[[12, 1]]",12,12,117328,2001-08-21
08004500,BLB,"[[10, 162], [11, 204], [12, 104], [13, 5], [5, 1], [9, 3]]",13,5,117328,2001-08-21
08004500,BLC,"[[6, 1], [9, 7]]",9,6,117328,2001-08-21
08004500,PMK,"[[3, 1]]",3,3,117328,2001-08-21
08004500,YEP,"[[11, 1], [4, 5], [5, 26], [6, 43], [7, 16], [8, 6]]",11,4,117328,2001-08-21
