lake_ID,lake_name,species,fish_count,maximum_length,minimum_length,survey_ID,survey_date
34004400,Diamond,YEP,"[[4, 234], [5, 267], [6, 74], [7, 50], [8, 2]]",8,4,118135,1997-07-08
34004400,Diamond,BRB,"[[10, 9], [11, 3], [7, 1], [8, 4], [9, 10]]",11,7,118135,1997-07-08
34004400,Diamond,LMB,"[[10, 4], [11, 1], [12, 2], [13, 2], [14, 2], [16, 4], [17, 1], [18, 2], [19, 1], [20, 1], [5, 1], [6, 1]]",20,5,118135,1997-07-08
34004400,Diamond,BLB,"[[10, 6], [11, 3], [12, 2], [14, 2], [5, 1], [6, 6], [7, 9], [8, 16], [9, 20]]",14,5,118135,1997-07-08
34004400,Diamond,YEB,"[[10, 42], [11, 55], [12, 11], [13, 4], [14, 3], [8, 3], [9, 5]]",14,8,4691317049865126,2013-07-15
34004400,Diamond,BLG,"[[3, 84], [4, 246], [5, 85], [6, 13], [7, 19], [8, 10]]",8,3,4691317049865126,2013-07-15
34004400,Diamond,CAP,"[[23, 1], [24, 2]]",24,23,4691317049865126,2013-07-15
34004400,Diamond,HSF,"[[4, 2], [5, 1], [7, 1]]",7,4,4691317049865126,2013-07-15
34004400,Diamond,PMK,"[[2, 1], [3, 4], [4, 1], [5, 2], [6, 5], [7, 7], [8, 2]]",8,2,4691317049865126,2013-07-15
34004400,Diamond,NOP,"[[13, 1], [14, 2], [17, 1], [18, 2], [19, 3], [20, 4], [21, 1], [22, 9], [23, 3], [24, 1], [25, 2], [26, 1], [29, 3], [31, 1], [36, 1]]",36,13,4691317049865126,2013-07-15
34004400,Diamond,WAE,"[[7, 3], [11, 2], [12, 7], [13, 5], [14, 2], [15, 2], [16, 3], [17, 4], [18, 3], [19, 3], [20, 5], [21, 3], [22, 5], [23, 7], [24, 1], [25, 1], [26, 1]]",26,7,4691317049865126,2013-07-15
34004400,Diamond,BOF,"[[17, 1], [20, 1], [28, 1]]",28,17,4691317049865126,2013-07-15
34004400,Diamond,BLC,"[[10, 41], [11, 10], [13, 1], [3, 41], [4, 193], [5, 27], [6, 1], [7, 12], [8, 11], [9, 6]]",13,3,4691317049865126,2013-07-15
34004400,Diamond,LMB,"[[16, 1], [5, 1], [6, 1]]",16,5,4691317049865126,2013-07-15
34004400,Diamond,BLB,"[[11, 19], [12, 21], [13, 6], [9, 1]]",13,9,4691317049865126,2013-07-15
34004400,Diamond,YEP,"[[4, 6], [5, 124], [6, 58], [7, 91], [8, 39], [9, 3]]",9,4,4691317049865126,2013-07-15
34004400,Diamond,WAE,"[[6, 5], [7, 5]]",7,6,13921527458831000,2015-09-29
34004400,Diamond,WAE,"[[6, 1]]",6,6,12341626441380053,2016-09-26
34004400,Diamond,WAE,"[[7, 1], [10, 1], [11, 2]]",11,7,17462030138710000,2020-10-06
34004400,Diamond,WAE,"[[5, 1], [6, 2], [7, 1], [7, 6], [8, 13], [9, 8]]",9,5,10951425547313000,2014-09-11
34004400,Diamond,WAE,"[[5, 1], [6, 9], [7, 1], [10, 40], [11, 45], [12, 6], [13, 7], [14, 2], [16, 2], [17, 1], [18, 1], [22, 1], [25, 4], [26, 2], [9, 1]]",26,5,870819352487000,2008-07-14
34004400,Diamond,NOP,"[[17, 2], [19, 1], [21, 2], [24, 1], [25, 2], [27, 4], [28, 1], [29, 2], [30, 2], [31, 1], [32, 1]]",32,17,870819352487000,2008-07-14
34004400,Diamond,PMK,"[[3, 3], [5, 3], [6, 12]]",6,3,870819352487000,2008-07-14
34004400,Diamond,BLC,"[[1, 10], [2, 6], [10, 5], [5, 1], [7, 3], [8, 62], [9, 117]]",10,1,870819352487000,2008-07-14
34004400,Diamond,BOF,"[[23, 3], [24, 1], [25, 1]]",25,23,870819352487000,2008-07-14
34004400,Diamond,LMB,"[[1, 19], [2, 117], [4, 15]]",4,1,870819352487000,2008-07-14
34004400,Diamond,BLB,"[[11, 2], [12, 3], [13, 2], [14, 3], [16, 1]]",16,11,870819352487000,2008-07-14
34004400,Diamond,YEP,"[[0, 1], [4, 42], [5, 9], [6, 69], [7, 98], [8, 34], [9, 10], [2, 692]]",9,2,870819352487000,2008-07-14
34004400,Diamond,BLG,"[[1, 538], [2, 147], [2, 4], [3, 14], [5, 4], [6, 5], [7, 36], [8, 12]]",8,1,870819352487000,2008-07-14
34004400,Diamond,YEB,"[[11, 1], [13, 1], [9, 1]]",13,9,870819352487000,2008-07-14
34004400,Diamond,HSF,"[[2, 2], [3, 1], [4, 1], [6, 2], [7, 2], [1, 2]]",7,1,870819352487000,2008-07-14
34004400,Diamond,CAP,"[[21, 2], [23, 1], [24, 2], [25, 2], [26, 1], [27, 1], [28, 2], [29, 1], [30, 5]]",30,21,870819352487000,2008-07-14
34004400,Diamond,WTS,"[[16, 1], [17, 2]]",17,16,870819352487000,2008-07-14
34004400,Diamond,BLC,"[[10, 33], [11, 21], [12, 6], [13, 1], [3, 1], [4, 12], [5, 3], [6, 48], [7, 21], [8, 110], [9, 43]]",13,3,12341817627488005,2018-07-16
34004400,Diamond,BOF,"[[21, 1], [24, 1], [26, 1]]",26,21,12341817627488005,2018-07-16
34004400,Diamond,WAE,"[[7, 2], [10, 8], [11, 12], [12, 8], [13, 3], [14, 3], [15, 9], [16, 1], [17, 2], [18, 1], [19, 3], [21, 1], [22, 3], [23, 2], [24, 5], [25, 1], [26, 1], [7, 1], [8, 1], [9, 1]]",26,7,12341817627488005,2018-07-16
34004400,Diamond,NOP,"[[15, 1], [18, 1], [19, 1], [20, 2], [21, 2], [22, 3], [23, 2], [24, 1], [25, 1], [26, 2], [27, 3], [28, 1], [29, 1], [33, 1]]",33,15,12341817627488005,2018-07-16
34004400,Diamond,PMK,"[[2, 1], [3, 10], [4, 6], [5, 7], [6, 4], [7, 3]]",7,2,12341817627488005,2018-07-16
34004400,Diamond,BRB,"[[12, 2], [13, 3], [14, 8]]",14,12,12341817627488005,2018-07-16
34004400,Diamond,YEP,"[[5, 93], [6, 153], [7, 43], [8, 6]]",8,5,12341817627488005,2018-07-16
34004400,Diamond,BLB,"[[12, 3], [13, 1], [14, 4], [15, 2]]",15,12,12341817627488005,2018-07-16
34004400,Diamond,LMB,"[[15, 1]]",15,15,12341817627488005,2018-07-16
34004400,Diamond,HSF,"[[3, 3], [5, 1], [6, 3], [7, 1]]",7,3,12341817627488005,2018-07-16
34004400,Diamond,CAP,"[[16, 1], [19, 1], [20, 2], [21, 1], [22, 2], [24, 1], [25, 1], [27, 1]]",27,16,12341817627488005,2018-07-16
34004400,Diamond,BLG,"[[0, 1], [10, 1], [2, 1], [3, 2], [4, 14], [5, 23], [6, 28], [7, 18], [8, 5], [9, 1]]",10,2,12341817627488005,2018-07-16
34004400,Diamond,YEB,"[[10, 6], [11, 8], [12, 13], [13, 14], [14, 16], [15, 3], [7, 2], [9, 5]]",15,7,12341817627488005,2018-07-16
34004400,Diamond,WTS,"[[12, 1], [14, 1], [20, 1]]",20,12,12341817627488005,2018-07-16
34004400,Diamond,WAE,"[[5, 3], [6, 6], [12, 21], [14, 21]]",14,5,17462128048750000,2021-10-05
34004400,Diamond,GSF,"[[4, 1]]",4,4,118300,2003-07-10
34004400,Diamond,WTS,"[[17, 1], [18, 1]]",18,17,118300,2003-07-10
34004400,Diamond,CAP,"[[12, 3], [13, 21], [14, 22], [15, 17], [16, 12], [17, 10], [18, 2], [20, 2], [21, 2], [25, 1], [26, 7], [27, 4], [28, 2], [29, 4], [33, 1], [34, 1], [35, 1]]",35,12,118300,2003-07-10
34004400,Diamond,YEB,"[[10, 8], [11, 9], [12, 20], [13, 7], [14, 2], [6, 6], [7, 14], [8, 11], [9, 31]]",14,6,118300,2003-07-10
34004400,Diamond,BLG,"[[3, 1], [5, 1], [6, 1], [7, 7], [8, 1]]",8,3,118300,2003-07-10
34004400,Diamond,YEP,"[[4, 1], [5, 58], [6, 7], [7, 6], [8, 6]]",8,4,118300,2003-07-10
34004400,Diamond,BRB,"[[10, 5], [11, 1], [12, 12], [13, 7], [5, 1], [6, 16], [7, 18], [8, 8], [9, 15]]",13,5,118300,2003-07-10
34004400,Diamond,BLB,"[[10, 24], [11, 36], [12, 3], [13, 5], [3, 180], [4, 1292], [5, 201], [6, 254], [7, 339], [8, 221], [9, 433]]",13,3,118300,2003-07-10
34004400,Diamond,LMB,"[[10, 5], [11, 5], [13, 2], [15, 2], [16, 5], [17, 1], [18, 1], [20, 1], [7, 1], [8, 2], [9, 2]]",20,7,118300,2003-07-10
34004400,Diamond,BLC,"[[10, 4], [12, 3], [3, 8], [4, 32], [7, 2], [8, 14], [9, 5]]",12,3,118300,2003-07-10
34004400,Diamond,BOF,"[[18, 2], [19, 1], [20, 2], [22, 2], [23, 1], [25, 2], [26, 1], [28, 1]]",28,18,118300,2003-07-10
34004400,Diamond,PMK,"[[4, 1], [6, 1], [7, 1]]",7,4,118300,2003-07-10
34004400,Diamond,NOP,"[[16, 1], [17, 4], [19, 3], [20, 5], [27, 1], [28, 1], [30, 1], [32, 1], [33, 2]]",33,16,118300,2003-07-10
34004400,Diamond,WAE,"[[4, 4], [5, 8], [6, 2], [10, 1], [11, 5], [12, 1], [13, 4], [14, 4], [15, 1], [16, 5], [18, 3], [19, 8], [20, 1], [21, 2], [23, 2], [24, 3], [7, 3], [8, 3], [9, 2]]",24,4,118300,2003-07-10
34004400,Diamond,WAE,"[[5, 2], [6, 27], [7, 23], [8, 4]]",8,5,17461927038025001,2019-09-23
